hhid,province,Weight_Chickens,num_Chickens,own_all_Chickens,own_off_holding_Chickens,births_Chickens,bought_Chickens,purchase_price_Chickens,received_Chickens,deaths_Chickens,sold_Chickens,sale_ppkg_Chickens,stolen_Chickens,gift_Chickens,slghtr_Chickens,meat_stock_Chickens,meat_stock_purpose_Chickens,collected_eggs_Chickens,months_eggs_collected_Chickens,days_month_eggs_collect_Chickens,daily_avg_egg_prod_Chickens,egg_price_Chickens,vax_Chickens,cur_trt_Chickens,trt_int_parasite_Chickens,trt_ext_parasite_Chickens,purchase_spending_Chickens,breeding_Chickens,breeding_cost_Chickens,bought_received_Chickens,growth_Chickens,loss_Chickens,net_growth_Chickens,num_start_Chickens,growth_pct_Chickens,loss_pct_Chickens,net_growth_pct_Chickens,peak_num_Chickens,mortality_rt_Chickens,sale_rate_Chickens,vax_pct_Chickens,num_vax_Chickens,trt_vax_spending_Chickens,cur_trt_spending_Chickens,eggs_total_prod_Chickens,eggs_prod_annualized_Chickens,eggs_kept_pct_Chickens,eggs_sold_pct_Chickens,eggs_lost_pct_Chickens,eggs_kept_Chickens,eggs_lost_Chickens,eggs_sold_Chickens,egg_price_prov_med_Chickens,egg_price_obs_Chickens,egg_price_impt_Chickens,egg_price_natl_med_Chickens,eggs_value_lost_Chickens,eggs_value_cultiv_Chickens,eggs_value_consump_Chickens,eggs_revenue_Chickens,ppkg_prov_med_Chickens,sale_ppkg_obs_Chickens,sale_ppkg_impt_Chickens,ppkg_natl_med_Chickens,sale_price_Chickens,sale_revenue_Chickens,slghtr_ppkg_Chickens,slghtr_unit_value_Chickens,slghtr_value_Chickens,prod_value_Chickens,Weight_Ducks,num_Ducks,own_all_Ducks,own_off_holding_Ducks,births_Ducks,bought_Ducks,purchase_price_Ducks,received_Ducks,deaths_Ducks,sold_Ducks,sale_ppkg_Ducks,stolen_Ducks,gift_Ducks,slghtr_Ducks,meat_stock_Ducks,meat_stock_purpose_Ducks,collected_eggs_Ducks,months_eggs_collected_Ducks,days_month_eggs_collect_Ducks,daily_avg_egg_prod_Ducks,egg_price_Ducks,vax_Ducks,cur_trt_Ducks,trt_int_parasite_Ducks,trt_ext_parasite_Ducks,purchase_spending_Ducks,breeding_Ducks,breeding_cost_Ducks,bought_received_Ducks,growth_Ducks,loss_Ducks,net_growth_Ducks,num_start_Ducks,growth_pct_Ducks,loss_pct_Ducks,net_growth_pct_Ducks,peak_num_Ducks,mortality_rt_Ducks,sale_rate_Ducks,vax_pct_Ducks,num_vax_Ducks,trt_vax_spending_Ducks,cur_trt_spending_Ducks,eggs_total_prod_Ducks,eggs_prod_annualized_Ducks,eggs_kept_pct_Ducks,eggs_sold_pct_Ducks,eggs_lost_pct_Ducks,eggs_kept_Ducks,eggs_lost_Ducks,eggs_sold_Ducks,egg_price_prov_med_Ducks,egg_price_obs_Ducks,egg_price_impt_Ducks,egg_price_natl_med_Ducks,eggs_value_lost_Ducks,eggs_value_cultiv_Ducks,eggs_value_consump_Ducks,eggs_revenue_Ducks,ppkg_prov_med_Ducks,sale_ppkg_obs_Ducks,sale_ppkg_impt_Ducks,ppkg_natl_med_Ducks,sale_price_Ducks,sale_revenue_Ducks,slghtr_ppkg_Ducks,slghtr_unit_value_Ducks,slghtr_value_Ducks,prod_value_Ducks,raised_Chickens,raised_Ducks,zone
id_000630,15,123.271462887491,10,1,0,15,0,,0,15,0,,0,0,4,0,,0,,,,,0,,,,,,,0,15,19,-4,14,1.0714285,1.3571428,-.2857143,29,.51724136,0,,,,,,,,,,,,,,,,600,,,,,14000,,14000,16000,,,14000,16800,67200,67200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_000640,18,24.471308465717,45,1,0,26,0,,0,7,0,,2,1,5,0,,0,,,,,0,,,,,,,0,26,15,11,34,.7647059,.44117647,.32352942,60,.11666667,0,,,,,,,,,,,,,,,,600,,,,,20000,,20000,16000,,,20000,26000,130000,130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Coastal
id_000646,3,47.0450757017733,50,1,0,10,0,,0,0,0,,0,0,10,0,,0,,,,,0,,,,,,,0,10,10,0,50,.2,.2,0,60,0,0,,,,,,,,,,,,,,,,600,,,,,17000,,17000,16000,,,17000,20400,204000,204000,47.0450757017733,15,,0,7,0,,0,0,0,,0,0,5,0,,0,,,,,0,,,,,,,0,7,5,2,13,.53846157,.38461539,.15384616,20,0,0,,,,,,,,,,,,,500,,,500,,,,,11500,,11500,12000,,,11500,23000,115000,115000,1,1,Plain
id_000659,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonle Sap
id_000674,14,34.8534586932778,4,1,0,13,0,,0,23,0,,0,0,13,0,,0,,,,,0,,,,,,,0,13,36,-23,27,.48148149,1.3333334,-.85185188,40,.57499999,0,,,,,,,,,,,,,500,,,600,,,,,16000,,16000,16000,,,16000,24000,312000,312000,34.8534586932778,16,1,1,6,0,,0,3,0,,0,0,5,0,,0,,,,,0,,,,,,,0,6,8,-2,18,.33333334,.44444445,-.11111111,24,.125,0,,,,,,,,,,,,,500,,,500,,,,,13000,,13000,12000,,,13000,29900,149500,149500,1,1,Plain
id_000676,20,85.93421687456009,15,1,0,10,0,,0,0,0,,0,2,0,0,,0,,,,,0,,,,,,,0,10,2,8,7,1.4285715,.2857143,1.1428572,17,0,0,,,,,,,,,,,,,,,,600,,,,,16000,,16000,16000,,,16000,,,0,85.93421687456009,5,1,0,0,0,,0,0,0,,0,0,0,0,,1,10,31,3,,0,,,,,,,0,0,0,0,5,0,0,0,5,0,0,,,,,930,1095.75,1,0,0,930,0,0,500,,500,500,,465000,465000,,12000,,12000,12000,,,12000,,,465000,1,1,Plain
id_000685,22,161.814196066094,35,1,0,25,0,,0,0,0,,0,0,5,0,,0,,,,,0,,,,,,,0,25,5,20,15,1.6666666,.33333334,1.3333334,40,0,0,,,,,,,,,,,,,,,,600,,,,,14000,,14000,16000,,,14000,21000,105000,105000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_000687,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Tonle Sap
id_000696,14,194.29376742644,25,1,1,7,0,,0,0,0,,0,0,8,0,,0,,,,,0,,,,,,,0,7,8,-1,26,.26923078,.30769232,-.03846154,33,0,0,,,,,,,,,,,,,500,,,600,,,,,16000,,16000,16000,,,16000,16000,128000,128000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_000720,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Plain
id_000724,14,158.514006595345,20,1,1,5,0,,0,2,0,,0,0,4,0,,0,,,,,0,,,,,,,0,5,6,-1,21,.23809524,.2857143,-.047619049,26,.07692308,0,,,,,,,,,,,,,500,,,600,,,,,16000,,16000,16000,,,16000,20800,83200,83200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_000737,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Tonle Sap
id_000744,14,178.157608369601,21,1,0,6,0,,0,0,0,,0,0,7,0,,0,,,,,0,,,,,,,0,6,7,-1,22,.27272728,.31818181,-.045454547,28,0,0,,,,,,,,,,,,,500,,,600,,,,,16000,,16000,16000,,,16000,22400,156800,156800,178.157608369601,27,1,0,6,0,,0,0,0,,0,0,6,0,,0,,,,,0,,,,,,,0,6,6,0,27,.22222222,.22222222,0,33,0,0,,,,,,,,,,,,,500,,,500,,,,,13000,,13000,12000,,,13000,15600,93600,93600,1,1,Plain
id_000753,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Tonle Sap
id_000762,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coastal
id_000766,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonle Sap
id_000768,7,53.5944934067188,60,1,0,40,0,,0,15,50,19000,0,5,18,0,,0,,,,,1,0,0,0,,,,0,40,88,-48,108,.37037036,.81481481,-.44444445,148,.10135135,.33783785,,,,,,,,,,,,,,,,600,,,,,17000,19000,,16000,43700,2185000,19000,28500,513000,2698000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Coastal
id_000771,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Tonle Sap
id_000786,14,276.893176057944,15,1,1,5,0,,0,0,0,,0,0,6,0,,0,,,,,0,,,,,,,0,5,6,-1,16,.3125,.375,-.0625,21,0,0,,,,,,,,,,,,,500,,,600,,,,,16000,,16000,16000,,,16000,16000,96000,96000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_000794,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Plain
id_000815,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonle Sap
id_000821,17,92.1816658385529,10,1,0,0,0,,0,15,0,,0,0,5,0,,0,,,,,0,,,,,,,0,0,20,-20,30,0,.66666669,-.66666669,30,.5,0,,,,,,,,,,,,,,,,600,,,,,13000,,13000,16000,,,13000,13000,65000,65000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_000831,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonle Sap
id_000835,14,51.578592442844,13,1,0,7,0,,1,0,0,,0,0,0,0,,0,,,,,0,,,,,,,1,8,0,8,5,1.6,0,1.6,13,0,0,,,,,,,,,,,,,500,,,600,,,,,16000,,16000,16000,,,16000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_000837,14,84.2328965039386,22,1,0,15,0,,0,0,2,15000,0,0,0,0,,0,,,,,0,,,,,,,0,15,2,13,9,1.6666666,.22222222,1.4444444,24,0,.083333336,,,,,,,,,,,,,500,,,600,,,,,16000,15000,,16000,34500,69000,15000,,,69000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_000878,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Plain
id_000887,21,172.410289031322,20,1,0,0,0,,0,20,0,,0,0,0,0,,0,,,,,0,,,,,,,0,0,20,-20,40,0,.5,-.5,40,.5,0,,,,,,,,,,,,,500,,,600,,,,,17000,,17000,16000,,,17000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_000890,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mountain
id_000893,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonle Sap
id_000894,20,203.770153108276,15,1,0,10,0,,0,7,0,,0,1,4,0,,0,,,,,0,,,,,,,0,10,12,-2,17,.58823532,.70588237,-.11764706,27,.25925925,0,,,,,,,,,,,,,,,,600,,,,,16000,,16000,16000,,,16000,24000,96000,96000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_000904,12,209.692478619554,10,1,0,16,0,,0,0,0,,0,0,5,0,,0,,,,,0,,,,,,,0,16,5,11,1,16,5,11,17,0,0,,,,,,,,,,,,,600,,,600,,,,,19000,,19000,16000,,,19000,32300,161500,161500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Phnom Penh
id_000947,14,181.60967553862,5,1,0,8,0,,0,2,0,,0,0,3,0,,0,,,,,0,,,,,,,0,8,5,3,2,4,2.5,1.5,10,.2,0,,,,,,,,,,,,,500,,,600,,,,,16000,,16000,16000,,,16000,16000,48000,48000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_000962,11,55.1887176916653,3,1,0,0,0,,0,2,0,,0,0,0,0,,0,,,,,0,,,,,,,0,0,2,-2,5,0,.40000001,-.40000001,5,.40000001,0,,,,,,,,,,,,,,,,600,,,,,18000,,18000,16000,,,18000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Mountain
id_000963,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Plain
id_000967,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonle Sap
id_000974,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
id_000982,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Plain
id_000999,7,100.708925337898,30,1,0,25,0,,0,15,0,,0,0,9,0,,0,,,,,0,,,,,,,0,25,24,1,29,.86206895,.82758623,.034482758,54,.27777779,0,,,,,,,,,,,,,,,,600,,,,,17000,,17000,16000,,,17000,17000,153000,153000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Coastal
id_001015,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mountain
id_001018,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonle Sap
id_001045,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonle Sap
id_001068,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Tonle Sap
id_001082,14,181.60967553862,26,1,0,10,0,,0,6,3,17000,0,0,3,0,,0,,,,,0,,,,,,,0,10,12,-2,28,.35714287,.42857143,-.071428575,38,.15789473,.078947365,,,,,,,,,,,,,500,,,600,,,,,16000,17000,,16000,39100,117300,17000,22100,66300,183600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_001084,14,237.771009893016,20,1,0,30,0,,0,10,3,15000,0,0,20,0,,0,,,,,0,,,,,,,0,30,33,-3,23,1.3043479,1.4347826,-.13043478,53,.18867925,.056603774,,,,,,,,,,,,,500,,,600,,,,,16000,15000,,16000,34500,103500,15000,22500,450000,553500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_001089,17,213.306880610598,15,1,0,36,0,,0,20,0,,0,7,10,0,,0,,,,,0,,,,,,,0,36,37,-1,16,2.25,2.3125,-.0625,52,.38461539,0,,,,,,,,,,,,,,,,600,,,,,13000,,13000,16000,,,13000,16900,169000,169000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_001099,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
id_001109,1,210.67099476243,6,1,0,4,0,,0,10,0,,0,0,5,0,,0,,,,,0,,,,,,,0,4,15,-11,17,.23529412,.88235295,-.64705884,21,.47619048,0,,,,,,,,,,,,,,,,600,,,,,13000,,13000,16000,,,13000,19500,97500,97500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_001112,20,110.683271334433,25,1,0,60,0,,0,20,0,,0,2,13,0,,0,,,,,1,,,,,,,0,60,35,25,1,60,35,25,61,.32786885,0,,,,,,,,,,,,,,,,600,,,,,16000,,16000,16000,,,16000,20800,270400,270400,110.683271334433,7,1,0,18,0,,0,3,0,,0,0,8,0,,0,,,,,0,,,,,,,0,18,11,7,1,18,11,7,19,.15789473,0,,,,,,,,,,,,,500,,,500,,,,,12000,,12000,12000,,,12000,30000,240000,240000,1,1,Plain
id_001115,3,145.622315940786,20,1,0,10,0,,0,2,0,,0,0,0,0,,0,,,,,0,,,,,,,0,10,2,8,12,.83333331,.16666667,.66666669,22,.090909094,0,,,,,,,,,,,,,,,,600,,,,,17000,,17000,16000,,,17000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_001119,20,71.0229225065558,140,1,0,65,0,,0,3,0,,0,0,12,0,,0,,,,,0,,,,,,,0,65,15,50,90,.72222221,.16666667,.55555558,155,.019354839,0,,,,,,,,,,,,,,,,600,,,,,16000,,16000,16000,,,16000,22400,268800,268800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_001143,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
id_001144,22,131.419952018919,30,1,0,15,0,,0,20,20,13000,0,0,10,0,,0,,,,,0,,,,,,,0,15,50,-35,65,.23076923,.76923078,-.53846157,80,.25,.25,,,,,,,,,,,,,,,,600,,,,,14000,13000,,16000,29900,598000,13000,16900,169000,767000,131.419952018919,7,1,0,0,0,,0,10,0,,0,0,20,0,,1,6,31,5,,0,,,,,,,0,0,30,-30,37,0,.8108108,-.8108108,37,.27027026,0,,,,,930,1826.25,1,0,0,930,0,0,,,500,500,,465000,465000,,10000,,10000,12000,,,10000,20000,400000,865000,1,1,Tonle Sap
id_001146,21,60.069264491697,30,1,0,10,0,,0,0,10,18000,0,0,3,0,,0,,,,,0,,,,,,,0,10,13,-3,33,.30303031,.39393941,-.090909094,43,0,.23255815,,,,,,,,,,,,,500,,,600,,,,,17000,18000,,16000,41400,414000,18000,23400,70200,484200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_001150,6,115.494179249823,10,1,0,20,0,,0,10,0,,0,0,4,0,,0,,,,,0,,,,,,,0,20,14,6,4,5,3.5,1.5,24,.41666666,0,,,,,,,,,,,,,,,,600,,,,,14000,,14000,16000,,,14000,14000,56000,56000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_001167,14,142.876814052831,42,1,0,10,0,,0,0,12,15000,0,0,0,0,,0,,,,,0,,,,,,,0,10,12,-2,44,.22727273,.27272728,-.045454547,54,0,.22222222,,,,,,,,,,,,,500,,,600,,,,,16000,15000,,16000,34500,414000,15000,,,414000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_001168,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
id_001174,20,123.92259687387,10,1,0,30,0,,0,15,0,,0,0,5,0,,0,,,,,0,,,,,,,0,30,20,10,1,30,20,10,31,.48387095,0,,,,,,,,,,,,,,,,600,,,,,16000,,16000,16000,,,16000,24000,120000,120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_001203,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
id_001212,17,195.966618286154,20,1,0,30,0,,0,0,0,,0,0,15,0,,0,,,,,0,,,,,,,0,30,15,15,5,6,3,3,35,0,0,,,,,,,,,,,,,,,,600,,,,,13000,,13000,16000,,,13000,19500,292500,292500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_001214,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
id_001226,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Tonle Sap
id_001234,7,60.0258652622432,12,1,0,8,0,,0,0,0,,0,0,4,0,,0,,,,,0,,,,,,,0,8,4,4,8,1,.5,.5,16,0,0,,,,,,,,,,,,,,,,600,,,,,17000,,17000,16000,,,17000,20400,81600,81600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Coastal
id_001253,3,107.930252888075,5,1,0,3,0,,0,0,0,,0,0,0,0,,0,,,,,0,,,,,,,0,3,0,3,2,1.5,0,1.5,5,0,0,,,,,,,,,,,,,,,,600,,,,,17000,,17000,16000,,,17000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_001261,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mountain
